Timestamp,Query,Title,Authors,Abstract,Year,URL
2025-06-23 03:41:13,IoT & Smart Systems,"Security and Machine Learning Adoption in IoT: A Preliminary Study of
  IoT Developer Discussions",Gias Uddin,"Internet of Things (IoT) is defined as the connection between places and physical objects (i.e., things) over the internet/network via smart computing devices. Traditionally, we learn about the IoT ecosystem/problems by conducting surveys of IoT developers/practitioners. Another way to learn is by analyzing IoT developer discussions in popular online developer forums like Stack Overflow (SO). However, we are aware of no such studies that focused on IoT developers' security and ML-related discuss",2021,http://arxiv.org/abs/2104.00634v1
2025-06-23 03:41:13,IoT & Smart Systems,An Evidence-based Roadmap for IoT Software Systems Engineering,"Rebeca C. Motta, Káthia M. de Oliveira, Guilherme H. Travassos","Context: The Internet of Things (IoT) has brought expectations for software inclusion in everyday objects. However, it has challenges and requires multidisciplinary technical knowledge involving different areas that should be combined to enable IoT software systems engineering. Goal: To present an evidence-based roadmap for IoT development to support developers in specifying, designing, and implementing IoT systems. Method: An iterative approach based on experimental studies to acquire evidence ",2023,http://arxiv.org/abs/2303.07862v1
2025-06-23 03:41:13,IoT & Smart Systems,Agentic Search Engine for Real-Time IoT Data,"Abdelrahman Elewah, Khalid Elgazzar","The Internet of Things (IoT) has enabled diverse devices to communicate over the Internet, yet the fragmentation of IoT systems limits seamless data sharing and coordinated management. We have recently introduced SensorsConnect, a unified framework to enable seamless content and sensor data sharing in collaborative IoT systems, inspired by how the World Wide Web (WWW) enabled a shared and accessible space for information among humans. This paper presents the IoT Agentic Search Engine (IoT-ASE), ",2025,http://arxiv.org/abs/2503.12255v1
2025-06-23 03:41:13,IoT & Smart Systems,Data Trust and IoT,Mayra Samaniego,"People IoT surroundings have become valuable information sources that can positively impact individuals and society. A user IoT data can be used for different purposes. For instance, research and improvement of public services. However, individuals lack the governance power to share their IoT data. Data trust is a concept that brings opportunities to address data sharing in IoT. This research reviews the idea of data trust. Then, we review IoT and its unique characteristics that implement data t",2022,http://arxiv.org/abs/2205.14806v1
2025-06-23 03:41:13,IoT & Smart Systems,"Comparison of Code Quality and Best Practices in IoT and non-IoT
  Software","Nour Khezemi, Sikandar Ejaza, Naouel Moha, Yann-Gaël Guéhéneuc","Context: IoT systems, networks of connected devices powered by software, require studying software quality for maintenance. Despite extensive studies on non-IoT software quality, research on IoT software quality is lacking. It is uncertain if IoT and non-IoT systems software are comparable, hindering the confident application of results and best practices gained on non-IoT systems.   Objective: Therefore, we compare the code quality of two equivalent sets of IoT and non-IoT systems to determine ",2024,http://arxiv.org/abs/2408.02614v1
2025-06-23 03:41:17,IoT & Smart Systems,"Security and Machine Learning Adoption in IoT: A Preliminary Study of
  IoT Developer Discussions",Gias Uddin,"Internet of Things (IoT) is defined as the connection between places and physical objects (i.e., things) over the internet/network via smart computing devices. Traditionally, we learn about the IoT ecosystem/problems by conducting surveys of IoT developers/practitioners. Another way to learn is by analyzing IoT developer discussions in popular online developer forums like Stack Overflow (SO). However, we are aware of no such studies that focused on IoT developers' security and ML-related discuss",2021,http://arxiv.org/abs/2104.00634v1
2025-06-23 03:41:17,IoT & Smart Systems,An Evidence-based Roadmap for IoT Software Systems Engineering,"Rebeca C. Motta, Káthia M. de Oliveira, Guilherme H. Travassos","Context: The Internet of Things (IoT) has brought expectations for software inclusion in everyday objects. However, it has challenges and requires multidisciplinary technical knowledge involving different areas that should be combined to enable IoT software systems engineering. Goal: To present an evidence-based roadmap for IoT development to support developers in specifying, designing, and implementing IoT systems. Method: An iterative approach based on experimental studies to acquire evidence ",2023,http://arxiv.org/abs/2303.07862v1
2025-06-23 03:41:17,IoT & Smart Systems,Agentic Search Engine for Real-Time IoT Data,"Abdelrahman Elewah, Khalid Elgazzar","The Internet of Things (IoT) has enabled diverse devices to communicate over the Internet, yet the fragmentation of IoT systems limits seamless data sharing and coordinated management. We have recently introduced SensorsConnect, a unified framework to enable seamless content and sensor data sharing in collaborative IoT systems, inspired by how the World Wide Web (WWW) enabled a shared and accessible space for information among humans. This paper presents the IoT Agentic Search Engine (IoT-ASE), ",2025,http://arxiv.org/abs/2503.12255v1
2025-06-23 03:41:17,IoT & Smart Systems,Data Trust and IoT,Mayra Samaniego,"People IoT surroundings have become valuable information sources that can positively impact individuals and society. A user IoT data can be used for different purposes. For instance, research and improvement of public services. However, individuals lack the governance power to share their IoT data. Data trust is a concept that brings opportunities to address data sharing in IoT. This research reviews the idea of data trust. Then, we review IoT and its unique characteristics that implement data t",2022,http://arxiv.org/abs/2205.14806v1
2025-06-23 03:41:17,IoT & Smart Systems,"Comparison of Code Quality and Best Practices in IoT and non-IoT
  Software","Nour Khezemi, Sikandar Ejaza, Naouel Moha, Yann-Gaël Guéhéneuc","Context: IoT systems, networks of connected devices powered by software, require studying software quality for maintenance. Despite extensive studies on non-IoT software quality, research on IoT software quality is lacking. It is uncertain if IoT and non-IoT systems software are comparable, hindering the confident application of results and best practices gained on non-IoT systems.   Objective: Therefore, we compare the code quality of two equivalent sets of IoT and non-IoT systems to determine ",2024,http://arxiv.org/abs/2408.02614v1
2025-06-23 03:41:18,IoT & Smart Systems,"Security and Machine Learning Adoption in IoT: A Preliminary Study of
  IoT Developer Discussions",Gias Uddin,"Internet of Things (IoT) is defined as the connection between places and physical objects (i.e., things) over the internet/network via smart computing devices. Traditionally, we learn about the IoT ecosystem/problems by conducting surveys of IoT developers/practitioners. Another way to learn is by analyzing IoT developer discussions in popular online developer forums like Stack Overflow (SO). However, we are aware of no such studies that focused on IoT developers' security and ML-related discuss",2021,http://arxiv.org/abs/2104.00634v1
2025-06-23 03:41:18,IoT & Smart Systems,An Evidence-based Roadmap for IoT Software Systems Engineering,"Rebeca C. Motta, Káthia M. de Oliveira, Guilherme H. Travassos","Context: The Internet of Things (IoT) has brought expectations for software inclusion in everyday objects. However, it has challenges and requires multidisciplinary technical knowledge involving different areas that should be combined to enable IoT software systems engineering. Goal: To present an evidence-based roadmap for IoT development to support developers in specifying, designing, and implementing IoT systems. Method: An iterative approach based on experimental studies to acquire evidence ",2023,http://arxiv.org/abs/2303.07862v1
2025-06-23 03:41:18,IoT & Smart Systems,Agentic Search Engine for Real-Time IoT Data,"Abdelrahman Elewah, Khalid Elgazzar","The Internet of Things (IoT) has enabled diverse devices to communicate over the Internet, yet the fragmentation of IoT systems limits seamless data sharing and coordinated management. We have recently introduced SensorsConnect, a unified framework to enable seamless content and sensor data sharing in collaborative IoT systems, inspired by how the World Wide Web (WWW) enabled a shared and accessible space for information among humans. This paper presents the IoT Agentic Search Engine (IoT-ASE), ",2025,http://arxiv.org/abs/2503.12255v1
2025-06-23 03:41:18,IoT & Smart Systems,Data Trust and IoT,Mayra Samaniego,"People IoT surroundings have become valuable information sources that can positively impact individuals and society. A user IoT data can be used for different purposes. For instance, research and improvement of public services. However, individuals lack the governance power to share their IoT data. Data trust is a concept that brings opportunities to address data sharing in IoT. This research reviews the idea of data trust. Then, we review IoT and its unique characteristics that implement data t",2022,http://arxiv.org/abs/2205.14806v1
2025-06-23 03:41:18,IoT & Smart Systems,"Comparison of Code Quality and Best Practices in IoT and non-IoT
  Software","Nour Khezemi, Sikandar Ejaza, Naouel Moha, Yann-Gaël Guéhéneuc","Context: IoT systems, networks of connected devices powered by software, require studying software quality for maintenance. Despite extensive studies on non-IoT software quality, research on IoT software quality is lacking. It is uncertain if IoT and non-IoT systems software are comparable, hindering the confident application of results and best practices gained on non-IoT systems.   Objective: Therefore, we compare the code quality of two equivalent sets of IoT and non-IoT systems to determine ",2024,http://arxiv.org/abs/2408.02614v1
2025-06-23 03:41:20,IoT & Smart Systems,"Security and Machine Learning Adoption in IoT: A Preliminary Study of
  IoT Developer Discussions",Gias Uddin,"Internet of Things (IoT) is defined as the connection between places and physical objects (i.e., things) over the internet/network via smart computing devices. Traditionally, we learn about the IoT ecosystem/problems by conducting surveys of IoT developers/practitioners. Another way to learn is by analyzing IoT developer discussions in popular online developer forums like Stack Overflow (SO). However, we are aware of no such studies that focused on IoT developers' security and ML-related discuss",2021,http://arxiv.org/abs/2104.00634v1
2025-06-23 03:41:20,IoT & Smart Systems,An Evidence-based Roadmap for IoT Software Systems Engineering,"Rebeca C. Motta, Káthia M. de Oliveira, Guilherme H. Travassos","Context: The Internet of Things (IoT) has brought expectations for software inclusion in everyday objects. However, it has challenges and requires multidisciplinary technical knowledge involving different areas that should be combined to enable IoT software systems engineering. Goal: To present an evidence-based roadmap for IoT development to support developers in specifying, designing, and implementing IoT systems. Method: An iterative approach based on experimental studies to acquire evidence ",2023,http://arxiv.org/abs/2303.07862v1
2025-06-23 03:41:20,IoT & Smart Systems,Agentic Search Engine for Real-Time IoT Data,"Abdelrahman Elewah, Khalid Elgazzar","The Internet of Things (IoT) has enabled diverse devices to communicate over the Internet, yet the fragmentation of IoT systems limits seamless data sharing and coordinated management. We have recently introduced SensorsConnect, a unified framework to enable seamless content and sensor data sharing in collaborative IoT systems, inspired by how the World Wide Web (WWW) enabled a shared and accessible space for information among humans. This paper presents the IoT Agentic Search Engine (IoT-ASE), ",2025,http://arxiv.org/abs/2503.12255v1
2025-06-23 03:41:20,IoT & Smart Systems,Data Trust and IoT,Mayra Samaniego,"People IoT surroundings have become valuable information sources that can positively impact individuals and society. A user IoT data can be used for different purposes. For instance, research and improvement of public services. However, individuals lack the governance power to share their IoT data. Data trust is a concept that brings opportunities to address data sharing in IoT. This research reviews the idea of data trust. Then, we review IoT and its unique characteristics that implement data t",2022,http://arxiv.org/abs/2205.14806v1
2025-06-23 03:41:20,IoT & Smart Systems,"Comparison of Code Quality and Best Practices in IoT and non-IoT
  Software","Nour Khezemi, Sikandar Ejaza, Naouel Moha, Yann-Gaël Guéhéneuc","Context: IoT systems, networks of connected devices powered by software, require studying software quality for maintenance. Despite extensive studies on non-IoT software quality, research on IoT software quality is lacking. It is uncertain if IoT and non-IoT systems software are comparable, hindering the confident application of results and best practices gained on non-IoT systems.   Objective: Therefore, we compare the code quality of two equivalent sets of IoT and non-IoT systems to determine ",2024,http://arxiv.org/abs/2408.02614v1
2025-06-23 03:41:25,IoT & Smart Systems,"Security and Machine Learning Adoption in IoT: A Preliminary Study of
  IoT Developer Discussions",Gias Uddin,"Internet of Things (IoT) is defined as the connection between places and physical objects (i.e., things) over the internet/network via smart computing devices. Traditionally, we learn about the IoT ecosystem/problems by conducting surveys of IoT developers/practitioners. Another way to learn is by analyzing IoT developer discussions in popular online developer forums like Stack Overflow (SO). However, we are aware of no such studies that focused on IoT developers' security and ML-related discuss",2021,http://arxiv.org/abs/2104.00634v1
2025-06-23 03:41:25,IoT & Smart Systems,An Evidence-based Roadmap for IoT Software Systems Engineering,"Rebeca C. Motta, Káthia M. de Oliveira, Guilherme H. Travassos","Context: The Internet of Things (IoT) has brought expectations for software inclusion in everyday objects. However, it has challenges and requires multidisciplinary technical knowledge involving different areas that should be combined to enable IoT software systems engineering. Goal: To present an evidence-based roadmap for IoT development to support developers in specifying, designing, and implementing IoT systems. Method: An iterative approach based on experimental studies to acquire evidence ",2023,http://arxiv.org/abs/2303.07862v1
2025-06-23 03:41:25,IoT & Smart Systems,Agentic Search Engine for Real-Time IoT Data,"Abdelrahman Elewah, Khalid Elgazzar","The Internet of Things (IoT) has enabled diverse devices to communicate over the Internet, yet the fragmentation of IoT systems limits seamless data sharing and coordinated management. We have recently introduced SensorsConnect, a unified framework to enable seamless content and sensor data sharing in collaborative IoT systems, inspired by how the World Wide Web (WWW) enabled a shared and accessible space for information among humans. This paper presents the IoT Agentic Search Engine (IoT-ASE), ",2025,http://arxiv.org/abs/2503.12255v1
2025-06-23 03:41:25,IoT & Smart Systems,Data Trust and IoT,Mayra Samaniego,"People IoT surroundings have become valuable information sources that can positively impact individuals and society. A user IoT data can be used for different purposes. For instance, research and improvement of public services. However, individuals lack the governance power to share their IoT data. Data trust is a concept that brings opportunities to address data sharing in IoT. This research reviews the idea of data trust. Then, we review IoT and its unique characteristics that implement data t",2022,http://arxiv.org/abs/2205.14806v1
2025-06-23 03:41:25,IoT & Smart Systems,"Comparison of Code Quality and Best Practices in IoT and non-IoT
  Software","Nour Khezemi, Sikandar Ejaza, Naouel Moha, Yann-Gaël Guéhéneuc","Context: IoT systems, networks of connected devices powered by software, require studying software quality for maintenance. Despite extensive studies on non-IoT software quality, research on IoT software quality is lacking. It is uncertain if IoT and non-IoT systems software are comparable, hindering the confident application of results and best practices gained on non-IoT systems.   Objective: Therefore, we compare the code quality of two equivalent sets of IoT and non-IoT systems to determine ",2024,http://arxiv.org/abs/2408.02614v1
2025-06-23 03:56:32,DEEP LEARNING,Opening the black box of deep learning,"Dian Lei, Xiaoxiao Chen, Jianfei Zhao","The great success of deep learning shows that its technology contains profound truth, and understanding its internal mechanism not only has important implications for the development of its technology and effective application in various fields, but also provides meaningful insights into the understanding of human brain mechanism. At present, most of the theoretical research on deep learning is based on mathematics. This dissertation proposes that the neural network of deep learning is a physica",2018,http://arxiv.org/abs/1805.08355v1
2025-06-23 03:56:32,DEEP LEARNING,Concept-Oriented Deep Learning,Daniel T Chang,"Concepts are the foundation of human deep learning, understanding, and knowledge integration and transfer. We propose concept-oriented deep learning (CODL) which extends (machine) deep learning with concept representations and conceptual understanding capability. CODL addresses some of the major limitations of deep learning: interpretability, transferability, contextual adaptation, and requirement for lots of labeled training data. We discuss the major aspects of CODL including concept graph, co",2018,http://arxiv.org/abs/1806.01756v1
2025-06-23 03:56:32,DEEP LEARNING,"Deep learning research landscape & roadmap in a nutshell: past, present
  and future -- Towards deep cortical learning",Aras R. Dargazany,"The past, present and future of deep learning is presented in this work. Given this landscape & roadmap, we predict that deep cortical learning will be the convergence of deep learning & cortical learning which builds an artificial cortical column ultimately.",2019,http://arxiv.org/abs/1908.02130v1
2025-06-23 03:56:32,DEEP LEARNING,A First Look at Deep Learning Apps on Smartphones,"Mengwei Xu, Jiawei Liu, Yuanqiang Liu, Felix Xiaozhu Lin, Yunxin Liu, Xuanzhe Liu","We are in the dawn of deep learning explosion for smartphones. To bridge the gap between research and practice, we present the first empirical study on 16,500 the most popular Android apps, demystifying how smartphone apps exploit deep learning in the wild. To this end, we build a new static tool that dissects apps and analyzes their deep learning functions. Our study answers threefold questions: what are the early adopter apps of deep learning, what do they use deep learning for, and how do the",2018,http://arxiv.org/abs/1812.05448v4
2025-06-23 03:56:32,DEEP LEARNING,"Geometrization of deep networks for the interpretability of deep
  learning systems","Xiao Dong, Ling Zhou","How to understand deep learning systems remains an open problem. In this paper we propose that the answer may lie in the geometrization of deep networks. Geometrization is a bridge to connect physics, geometry, deep network and quantum computation and this may result in a new scheme to reveal the rule of the physical world. By comparing the geometry of image matching and deep networks, we show that geometrization of deep networks can be used to understand existing deep learning systems and it ma",2019,http://arxiv.org/abs/1901.02354v2
2025-06-23 03:56:49,DEEP LEARNING IN MEDICINE,"Medicinal Boxes Recognition on a Deep Transfer Learning Augmented
  Reality Mobile Application","Danilo Avola, Luigi Cinque, Alessio Fagioli, Gian Luca Foresti, Marco Raoul Marini, Alessio Mecca, Daniele Pannone","Taking medicines is a fundamental aspect to cure illnesses. However, studies have shown that it can be hard for patients to remember the correct posology. More aggravating, a wrong dosage generally causes the disease to worsen. Although, all relevant instructions for a medicine are summarized in the corresponding patient information leaflet, the latter is generally difficult to navigate and understand. To address this problem and help patients with their medication, in this paper we introduce an",2022,http://arxiv.org/abs/2203.14031v1
2025-06-23 03:56:49,DEEP LEARNING IN MEDICINE,"Identification of Traditional Medicinal Plant Leaves Using an effective
  Deep Learning model and Self-Curated Dataset","Deepjyoti Chetia, Sanjib Kr Kalita, Prof Partha Pratim Baruah, Debasish Dutta, Tanaz Akhter","Medicinal plants have been a key component in producing traditional and modern medicines, especially in the field of Ayurveda, an ancient Indian medical system. Producing these medicines and collecting and extracting the right plant is a crucial step due to the visually similar nature of some plants. The extraction of these plants from nonmedicinal plants requires human expert intervention. To solve the issue of accurate plant identification and reduce the need for a human expert in the collecti",2025,http://arxiv.org/abs/2501.09363v1
2025-06-23 03:56:49,DEEP LEARNING IN MEDICINE,"Using Convolutional Neural Networks for Determining Reticulocyte
  Percentage in Cats","Krunoslav Vinicki, Pierluigi Ferrari, Maja Belic, Romana Turk","Recent advances in artificial intelligence (AI), specifically in computer vision (CV) and deep learning (DL), have created opportunities for novel systems in many fields. In the last few years, deep learning applications have demonstrated impressive results not only in fields such as autonomous driving and robotics, but also in the field of medicine, where they have, in some cases, even exceeded human-level performance. However, despite the huge potential, adoption of deep learning-based methods",2018,http://arxiv.org/abs/1803.04873v2
2025-06-23 03:56:49,DEEP LEARNING IN MEDICINE,Deep Learning for Epidemiologists: An Introduction to Neural Networks,"Stylianos Serghiou, Kathryn Rough","Deep learning methods are increasingly being applied to problems in medicine and healthcare. However, few epidemiologists have received formal training in these methods. To bridge this gap, this article introduces to the fundamentals of deep learning from an epidemiological perspective. Specifically, this article reviews core concepts in machine learning (overfitting, regularization, hyperparameters), explains several fundamental deep learning architectures (convolutional neural networks, recurr",2022,http://arxiv.org/abs/2202.01319v1
2025-06-23 03:56:49,DEEP LEARNING IN MEDICINE,MinCall - MinION end2end convolutional deep learning basecaller,"Neven Miculinić, Marko Ratković, Mile Šikić","The Oxford Nanopore Technologies's MinION is the first portable DNA sequencing device. It is capable of producing long reads, over 100 kBp were reported. However, it has significantly higher error rate than other methods. In this study, we present MinCall, an end2end basecaller model for the MinION. The model is based on deep learning and uses convolutional neural networks (CNN) in its implementation. For extra performance, it uses cutting edge deep learning techniques and architectures, batch n",2019,http://arxiv.org/abs/1904.10337v1
2025-06-23 03:57:19,DEEP LEARNING IN MEDICINE,"Medicinal Boxes Recognition on a Deep Transfer Learning Augmented
  Reality Mobile Application","Danilo Avola, Luigi Cinque, Alessio Fagioli, Gian Luca Foresti, Marco Raoul Marini, Alessio Mecca, Daniele Pannone","Taking medicines is a fundamental aspect to cure illnesses. However, studies have shown that it can be hard for patients to remember the correct posology. More aggravating, a wrong dosage generally causes the disease to worsen. Although, all relevant instructions for a medicine are summarized in the corresponding patient information leaflet, the latter is generally difficult to navigate and understand. To address this problem and help patients with their medication, in this paper we introduce an",2022,http://arxiv.org/abs/2203.14031v1
2025-06-23 03:57:19,DEEP LEARNING IN MEDICINE,"Identification of Traditional Medicinal Plant Leaves Using an effective
  Deep Learning model and Self-Curated Dataset","Deepjyoti Chetia, Sanjib Kr Kalita, Prof Partha Pratim Baruah, Debasish Dutta, Tanaz Akhter","Medicinal plants have been a key component in producing traditional and modern medicines, especially in the field of Ayurveda, an ancient Indian medical system. Producing these medicines and collecting and extracting the right plant is a crucial step due to the visually similar nature of some plants. The extraction of these plants from nonmedicinal plants requires human expert intervention. To solve the issue of accurate plant identification and reduce the need for a human expert in the collecti",2025,http://arxiv.org/abs/2501.09363v1
2025-06-23 03:57:19,DEEP LEARNING IN MEDICINE,"Using Convolutional Neural Networks for Determining Reticulocyte
  Percentage in Cats","Krunoslav Vinicki, Pierluigi Ferrari, Maja Belic, Romana Turk","Recent advances in artificial intelligence (AI), specifically in computer vision (CV) and deep learning (DL), have created opportunities for novel systems in many fields. In the last few years, deep learning applications have demonstrated impressive results not only in fields such as autonomous driving and robotics, but also in the field of medicine, where they have, in some cases, even exceeded human-level performance. However, despite the huge potential, adoption of deep learning-based methods",2018,http://arxiv.org/abs/1803.04873v2
2025-06-23 03:57:19,DEEP LEARNING IN MEDICINE,Deep Learning for Epidemiologists: An Introduction to Neural Networks,"Stylianos Serghiou, Kathryn Rough","Deep learning methods are increasingly being applied to problems in medicine and healthcare. However, few epidemiologists have received formal training in these methods. To bridge this gap, this article introduces to the fundamentals of deep learning from an epidemiological perspective. Specifically, this article reviews core concepts in machine learning (overfitting, regularization, hyperparameters), explains several fundamental deep learning architectures (convolutional neural networks, recurr",2022,http://arxiv.org/abs/2202.01319v1
2025-06-23 03:57:19,DEEP LEARNING IN MEDICINE,MinCall - MinION end2end convolutional deep learning basecaller,"Neven Miculinić, Marko Ratković, Mile Šikić","The Oxford Nanopore Technologies's MinION is the first portable DNA sequencing device. It is capable of producing long reads, over 100 kBp were reported. However, it has significantly higher error rate than other methods. In this study, we present MinCall, an end2end basecaller model for the MinION. The model is based on deep learning and uses convolutional neural networks (CNN) in its implementation. For extra performance, it uses cutting edge deep learning techniques and architectures, batch n",2019,http://arxiv.org/abs/1904.10337v1
2025-06-23 03:58:18,DEEP LEARNING IN MEDICINE,"Medicinal Boxes Recognition on a Deep Transfer Learning Augmented
  Reality Mobile Application","Danilo Avola, Luigi Cinque, Alessio Fagioli, Gian Luca Foresti, Marco Raoul Marini, Alessio Mecca, Daniele Pannone","Taking medicines is a fundamental aspect to cure illnesses. However, studies have shown that it can be hard for patients to remember the correct posology. More aggravating, a wrong dosage generally causes the disease to worsen. Although, all relevant instructions for a medicine are summarized in the corresponding patient information leaflet, the latter is generally difficult to navigate and understand. To address this problem and help patients with their medication, in this paper we introduce an",2022,http://arxiv.org/abs/2203.14031v1
2025-06-23 03:58:18,DEEP LEARNING IN MEDICINE,"Identification of Traditional Medicinal Plant Leaves Using an effective
  Deep Learning model and Self-Curated Dataset","Deepjyoti Chetia, Sanjib Kr Kalita, Prof Partha Pratim Baruah, Debasish Dutta, Tanaz Akhter","Medicinal plants have been a key component in producing traditional and modern medicines, especially in the field of Ayurveda, an ancient Indian medical system. Producing these medicines and collecting and extracting the right plant is a crucial step due to the visually similar nature of some plants. The extraction of these plants from nonmedicinal plants requires human expert intervention. To solve the issue of accurate plant identification and reduce the need for a human expert in the collecti",2025,http://arxiv.org/abs/2501.09363v1
2025-06-23 03:58:18,DEEP LEARNING IN MEDICINE,"Using Convolutional Neural Networks for Determining Reticulocyte
  Percentage in Cats","Krunoslav Vinicki, Pierluigi Ferrari, Maja Belic, Romana Turk","Recent advances in artificial intelligence (AI), specifically in computer vision (CV) and deep learning (DL), have created opportunities for novel systems in many fields. In the last few years, deep learning applications have demonstrated impressive results not only in fields such as autonomous driving and robotics, but also in the field of medicine, where they have, in some cases, even exceeded human-level performance. However, despite the huge potential, adoption of deep learning-based methods",2018,http://arxiv.org/abs/1803.04873v2
2025-06-23 03:58:18,DEEP LEARNING IN MEDICINE,Deep Learning for Epidemiologists: An Introduction to Neural Networks,"Stylianos Serghiou, Kathryn Rough","Deep learning methods are increasingly being applied to problems in medicine and healthcare. However, few epidemiologists have received formal training in these methods. To bridge this gap, this article introduces to the fundamentals of deep learning from an epidemiological perspective. Specifically, this article reviews core concepts in machine learning (overfitting, regularization, hyperparameters), explains several fundamental deep learning architectures (convolutional neural networks, recurr",2022,http://arxiv.org/abs/2202.01319v1
